"","mpg","overall_pick","pick_bucket","educational_prestige","team_conference"
"1663",16.1,41,"SecondRound","OtherCollege","Eastern"
"1664",20.1,42,"SecondRound","PowerSchool","Western"
"1665",13.7,43,"SecondRound","NonCollegiate","Western"
"1666",19.9,44,"SecondRound","OtherCollege","Eastern"
"1667",28.2,45,"SecondRound","OtherCollege","Western"
"1668",16.8,46,"SecondRound","OtherCollege","Eastern"
"1669",2.6,47,"SecondRound","PowerSchool","Eastern"
"1670",10.8,48,"SecondRound","OtherCollege","Eastern"
"1671",7.2,49,"SecondRound","NonCollegiate","Western"
"1673",25.2,51,"SecondRound","OtherCollege","Western"
"1674",14.1,52,"SecondRound","OtherCollege","Western"
"1675",13.6,53,"SecondRound","OtherCollege","Eastern"
"1676",11.3,54,"SecondRound","OtherCollege","Western"
"1677",5,55,"SecondRound","OtherCollege","Western"
"1678",8.8,56,"SecondRound","OtherCollege","Eastern"
"1681",16.3,59,"SecondRound","OtherCollege","Western"
"1683",30.7,1,"Top5","OtherCollege","Western"
"1684",25.1,2,"Top5","PowerSchool","Western"
"1685",33.8,3,"Top5","NonCollegiate","Eastern"
"1686",27.1,4,"Top5","OtherCollege","Western"
"1687",33.6,5,"Top5","OtherCollege","Western"
"1688",18.6,6,"Lottery","OtherCollege","Eastern"
"1689",27.6,7,"Lottery","PowerSchool","Eastern"
"1690",32.9,8,"Lottery","OtherCollege","Eastern"
"1691",18.9,9,"Lottery","PowerSchool","Eastern"
"1692",31.3,10,"Lottery","PowerSchool","Eastern"
"1693",31.8,11,"Lottery","PowerSchool","Eastern"
"1694",29.1,12,"Lottery","OtherCollege","Western"
"1695",14.2,13,"Lottery","OtherCollege","Western"
"1696",24.6,14,"Lottery","OtherCollege","Western"
"1697",18.5,15,"MidtoLateFirst","OtherCollege","Eastern"
"1698",11,16,"MidtoLateFirst","OtherCollege","Western"
"1699",23.6,17,"MidtoLateFirst","PowerSchool","Eastern"
"1700",20.4,18,"MidtoLateFirst","OtherCollege","Western"
"1701",29.6,19,"MidtoLateFirst","OtherCollege","Eastern"
"1702",20.6,20,"MidtoLateFirst","OtherCollege","Western"
"1703",21.9,21,"MidtoLateFirst","PowerSchool","Western"
"1704",17.4,22,"MidtoLateFirst","OtherCollege","Eastern"
"1705",18.2,23,"MidtoLateFirst","PowerSchool","Eastern"
"1706",20.7,24,"MidtoLateFirst","NonCollegiate","Western"
"1707",15.1,25,"MidtoLateFirst","OtherCollege","Western"
"1708",23.3,26,"MidtoLateFirst","OtherCollege","Eastern"
"1709",19.9,27,"MidtoLateFirst","OtherCollege","Eastern"
"1710",10.5,28,"MidtoLateFirst","PowerSchool","Western"
"1711",10.7,29,"MidtoLateFirst","NonCollegiate","Eastern"
"1712",17.8,30,"MidtoLateFirst","PowerSchool","Eastern"
"1713",15.5,31,"SecondRound","NonCollegiate","Western"
"1714",14.1,32,"SecondRound","OtherCollege","Western"
"1715",24.7,33,"SecondRound","PowerSchool","Western"
"1716",28,34,"SecondRound","PowerSchool","Eastern"
"1717",9.1,35,"SecondRound","OtherCollege","Eastern"
"1718",23.8,36,"SecondRound","NonCollegiate","Eastern"
"1719",27.9,37,"SecondRound","PowerSchool","Western"
"1720",10.5,38,"SecondRound","OtherCollege","Eastern"
"1721",13.1,39,"SecondRound","NonCollegiate","Eastern"
"1722",16.1,40,"SecondRound","NonCollegiate","Eastern"
"1723",18.9,41,"SecondRound","PowerSchool","Eastern"
"1724",23.4,42,"SecondRound","OtherCollege","Eastern"
"1727",18.9,45,"SecondRound","PowerSchool","Eastern"
"1728",20.7,46,"SecondRound","OtherCollege","Western"
"1729",17,47,"SecondRound","PowerSchool","Western"
"1730",15,48,"SecondRound","OtherCollege","Western"
"1731",14.1,49,"SecondRound","OtherCollege","Western"
"1732",7.5,50,"SecondRound","OtherCollege","Eastern"
"1734",8,52,"SecondRound","OtherCollege","Western"
"1735",7.4,53,"SecondRound","OtherCollege","Western"
"1736",20.9,54,"SecondRound","OtherCollege","Western"
"1737",2.5,55,"SecondRound","NonCollegiate","Eastern"
"1738",10.4,56,"SecondRound","PowerSchool","Eastern"
"1739",5.2,57,"SecondRound","OtherCollege","Western"
"1740",3.3,58,"SecondRound","PowerSchool","Western"
"1741",5,59,"SecondRound","OtherCollege","Western"
"1742",4,60,"SecondRound","OtherCollege","Eastern"
"1743",31.7,1,"Top5","PowerSchool","Western"
"1744",32.2,2,"Top5","OtherCollege","Western"
"1745",33.5,3,"Top5","PowerSchool","Eastern"
"1746",30.7,4,"Top5","OtherCollege","Western"
"1747",33.4,5,"Top5","OtherCollege","Eastern"
"1748",17.5,6,"Lottery","OtherCollege","Western"
"1749",28.2,7,"Lottery","OtherCollege","Eastern"
"1750",17.7,8,"Lottery","OtherCollege","Eastern"
"1751",28.5,9,"Lottery","OtherCollege","Eastern"
"1752",24.9,10,"Lottery","PowerSchool","Eastern"
"1753",24.2,11,"Lottery","OtherCollege","Western"
"1754",29.3,12,"Lottery","PowerSchool","Eastern"
"1755",30.3,13,"Lottery","PowerSchool","Eastern"
"1756",14.5,14,"Lottery","PowerSchool","Eastern"
"1757",17.1,15,"MidtoLateFirst","NonCollegiate","Eastern"
"1758",25.1,16,"MidtoLateFirst","OtherCollege","Eastern"
"1759",19.4,17,"MidtoLateFirst","OtherCollege","Eastern"
"1760",11.8,18,"MidtoLateFirst","NonCollegiate","Eastern"
"1761",9.9,19,"MidtoLateFirst","NonCollegiate","Western"
"1762",21.8,20,"MidtoLateFirst","OtherCollege","Eastern"
"1763",21.9,21,"MidtoLateFirst","OtherCollege","Western"
"1764",19.4,22,"MidtoLateFirst","OtherCollege","Eastern"
"1765",25.8,23,"MidtoLateFirst","NonCollegiate","Western"
"1766",17.1,24,"MidtoLateFirst","OtherCollege","Eastern"
"1767",16.7,25,"MidtoLateFirst","OtherCollege","Western"
"1768",12,26,"MidtoLateFirst","OtherCollege","Eastern"
"1769",6.7,27,"MidtoLateFirst","OtherCollege","Eastern"
"1770",24.7,28,"MidtoLateFirst","OtherCollege","Western"
"1771",29,29,"MidtoLateFirst","PowerSchool","Western"
"1772",28.5,30,"MidtoLateFirst","OtherCollege","Eastern"
"1773",18.7,31,"SecondRound","OtherCollege","Eastern"
"1774",11.4,32,"SecondRound","OtherCollege","Western"
"1775",9.8,33,"SecondRound","OtherCollege","Eastern"
"1776",9.2,34,"SecondRound","OtherCollege","Eastern"
"1777",15.4,35,"SecondRound","NonCollegiate","Eastern"
"1778",21.2,36,"SecondRound","OtherCollege","Eastern"
"1779",7,37,"SecondRound","NonCollegiate","Western"
"1780",16.8,38,"SecondRound","OtherCollege","Eastern"
"1781",7.7,39,"SecondRound","NonCollegiate","Western"
"1782",7.5,40,"SecondRound","OtherCollege","Western"
"1783",19.5,41,"SecondRound","PowerSchool","Western"
"1784",11.8,42,"SecondRound","OtherCollege","Eastern"
"1785",15.8,43,"SecondRound","OtherCollege","Western"
"1786",6.2,44,"SecondRound","OtherCollege","Eastern"
"1787",21.9,45,"SecondRound","OtherCollege","Eastern"
"1788",22.1,46,"SecondRound","OtherCollege","Eastern"
"1789",13.1,47,"SecondRound","OtherCollege","Western"
"1790",20.9,48,"SecondRound","OtherCollege","Western"
"1791",6.5,49,"SecondRound","OtherCollege","Western"
"1792",6.3,50,"SecondRound","OtherCollege","Eastern"
"1793",10.2,51,"SecondRound","OtherCollege","Eastern"
"1794",17.7,52,"SecondRound","OtherCollege","Eastern"
"1795",11.3,53,"SecondRound","OtherCollege","Western"
"1796",7,54,"SecondRound","OtherCollege","Eastern"
"1797",8.1,55,"SecondRound","OtherCollege","Eastern"
"1799",10.4,57,"SecondRound","OtherCollege","Western"
"1800",8.4,58,"SecondRound","OtherCollege","Western"
"1801",4.7,59,"SecondRound","OtherCollege","Eastern"
"1803",33.2,1,"Top5","OtherCollege","Western"
"1804",21.4,2,"Top5","OtherCollege","Western"
"1805",30.9,3,"Top5","NonCollegiate","Eastern"
"1806",27.3,4,"Top5","OtherCollege","Eastern"
"1807",31,5,"Top5","OtherCollege","Eastern"
"1808",16.3,6,"Lottery","OtherCollege","Eastern"
"1809",25.2,7,"Lottery","NonCollegiate","Eastern"
"1810",14.3,8,"Lottery","OtherCollege","Eastern"
"1811",23.8,9,"Lottery","NonCollegiate","Eastern"
"1812",13.9,10,"Lottery","OtherCollege","Western"
"1813",22.5,11,"Lottery","OtherCollege","Western"
"1814",32.9,12,"Lottery","OtherCollege","Western"
"1815",16,13,"Lottery","OtherCollege","Western"
"1816",12.7,14,"Lottery","OtherCollege","Eastern"
"1817",29.8,15,"MidtoLateFirst","OtherCollege","Eastern"
"1818",23.5,16,"MidtoLateFirst","OtherCollege","Western"
"1819",21.9,17,"MidtoLateFirst","NonCollegiate","Western"
"1820",14,18,"MidtoLateFirst","OtherCollege","Western"
"1821",30.3,19,"MidtoLateFirst","PowerSchool","Eastern"
"1822",18.4,20,"MidtoLateFirst","OtherCollege","Eastern"
"1823",26.4,21,"MidtoLateFirst","PowerSchool","Eastern"
"1824",13.2,22,"MidtoLateFirst","OtherCollege","Western"
"1825",6.9,23,"MidtoLateFirst","NonCollegiate","Eastern"
"1826",19.9,24,"MidtoLateFirst","NonCollegiate","Eastern"
"1827",21.4,25,"MidtoLateFirst","PowerSchool","Western"
"1828",16.6,26,"MidtoLateFirst","OtherCollege","Eastern"
"1829",7.9,27,"MidtoLateFirst","PowerSchool","Western"
"1830",24.9,28,"MidtoLateFirst","OtherCollege","Western"
"1831",16.1,29,"MidtoLateFirst","OtherCollege","Eastern"
"1832",26.3,30,"MidtoLateFirst","OtherCollege","Eastern"
"1833",4.5,31,"SecondRound","OtherCollege","Western"
"1834",6.1,32,"SecondRound","PowerSchool","Eastern"
"1835",5.7,33,"SecondRound","OtherCollege","Western"
"1836",23.2,34,"SecondRound","NonCollegiate","Eastern"
"1837",15.9,35,"SecondRound","OtherCollege","Western"
"1838",3.9,36,"SecondRound","OtherCollege","Eastern"
"1839",23,37,"SecondRound","NonCollegiate","Eastern"
"1840",16.3,38,"SecondRound","OtherCollege","Western"
"1841",9.2,39,"SecondRound","OtherCollege","Western"
"1842",3.5,40,"SecondRound","OtherCollege","Western"
"1843",13.4,41,"SecondRound","PowerSchool","Western"
"1844",6.3,42,"SecondRound","PowerSchool","Western"
"1845",7.1,43,"SecondRound","OtherCollege","Western"
"1846",3.9,44,"SecondRound","NonCollegiate","Eastern"
"1847",15.9,45,"SecondRound","PowerSchool","Eastern"
"1848",15.5,46,"SecondRound","OtherCollege","Western"
"1850",12.1,48,"SecondRound","OtherCollege","Western"
"1851",10.3,49,"SecondRound","OtherCollege","Eastern"
"1852",8,50,"SecondRound","OtherCollege","Eastern"
"1854",22,52,"SecondRound","NonCollegiate","Western"
"1855",4.7,53,"SecondRound","OtherCollege","Western"
"1856",7.5,54,"SecondRound","PowerSchool","Eastern"
"1857",9.3,55,"SecondRound","OtherCollege","Eastern"
"1858",3.9,56,"SecondRound","OtherCollege","Eastern"
"1859",11.1,57,"SecondRound","OtherCollege","Western"
"1860",7.5,58,"SecondRound","OtherCollege","Eastern"
"1861",13.2,59,"SecondRound","OtherCollege","Eastern"
"1862",8.1,60,"SecondRound","OtherCollege","Western"
"1863",32.6,1,"Top5","OtherCollege","Eastern"
"1864",31.9,2,"Top5","NonCollegiate","Western"
"1865",33.8,3,"Top5","OtherCollege","Eastern"
"1866",35.4,4,"Top5","OtherCollege","Eastern"
"1867",27.2,5,"Top5","OtherCollege","Eastern"
"1868",31.5,6,"Lottery","NonCollegiate","Western"
"1869",16.9,7,"Lottery","NonCollegiate","Western"
"1870",30.7,8,"Lottery","OtherCollege","Eastern"
"1871",27.7,9,"Lottery","OtherCollege","Western"
"1872",21.7,10,"Lottery","OtherCollege","Western"
"1873",9.8,11,"Lottery","PowerSchool","Eastern"
"1874",19.3,12,"Lottery","OtherCollege","Western"
"1875",28,13,"Lottery","OtherCollege","Eastern"
"1876",11.7,14,"Lottery","OtherCollege","Western"
"1877",23.4,15,"MidtoLateFirst","OtherCollege","Eastern"
"1878",20.7,16,"MidtoLateFirst","NonCollegiate","Western"
"1879",13.9,17,"MidtoLateFirst","OtherCollege","Western"
"1880",22.8,18,"MidtoLateFirst","OtherCollege","Western"
"1881",3,19,"MidtoLateFirst","OtherCollege","Eastern"
"1882",5.5,20,"MidtoLateFirst","PowerSchool","Eastern"
"1883",18.8,21,"MidtoLateFirst","OtherCollege","Eastern"
"1884",15,22,"MidtoLateFirst","PowerSchool","Western"
"1885",10,23,"MidtoLateFirst","NonCollegiate","Western"
"1886",18,24,"MidtoLateFirst","OtherCollege","Western"
"1887",17.1,25,"MidtoLateFirst","OtherCollege","Western"
"1888",19,26,"MidtoLateFirst","OtherCollege","Western"
"1889",17.6,27,"MidtoLateFirst","OtherCollege","Eastern"
"1890",3,28,"MidtoLateFirst","OtherCollege","Eastern"
"1891",12.2,29,"MidtoLateFirst","OtherCollege","Western"
"1892",11.3,30,"MidtoLateFirst","OtherCollege","Western"
"1893",6.2,31,"SecondRound","NonCollegiate","Eastern"
"1894",22.2,32,"SecondRound","PowerSchool","Eastern"
"1897",29.9,35,"SecondRound","OtherCollege","Western"
"1898",9.3,36,"SecondRound","OtherCollege","Western"
"1899",7.9,37,"SecondRound","OtherCollege","Eastern"
"1900",27.4,38,"SecondRound","OtherCollege","Eastern"
"1901",8.6,39,"SecondRound","OtherCollege","Western"
"1902",8.6,40,"SecondRound","OtherCollege","Western"
"1903",7.1,41,"SecondRound","OtherCollege","Western"
"1904",20.2,42,"SecondRound","OtherCollege","Eastern"
"1905",13.3,43,"SecondRound","OtherCollege","Western"
"1906",20.6,44,"SecondRound","OtherCollege","Eastern"
"1908",10.9,46,"SecondRound","OtherCollege","Eastern"
"1909",1,47,"SecondRound","PowerSchool","Eastern"
"1910",3,48,"SecondRound","OtherCollege","Eastern"
"1913",14.9,51,"SecondRound","PowerSchool","Western"
"1914",12.2,52,"SecondRound","OtherCollege","Eastern"
"1915",7.3,53,"SecondRound","OtherCollege","Eastern"
"1916",9.9,54,"SecondRound","OtherCollege","Eastern"
"1917",24.2,55,"SecondRound","OtherCollege","Western"
"1918",3.5,56,"SecondRound","OtherCollege","Eastern"
"1920",13.5,58,"SecondRound","OtherCollege","Eastern"
"1922",16.5,60,"SecondRound","NonCollegiate","Eastern"
